Reaction_No,substrate_pair,Ligand_Short_Hand,Catalyst_1_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,row_index,model,label,y_true,y_pred,y_std,lower_95,upper_95,incumbent_yield,expected_improvement,recommendation_number,best_yield_found,best_available_test_yield,simple_regret
1881,1c_2b,XPhos,Pd(OAc)2,KOH,MeOH,71.6,1255,M4_pc_scores,PC1-PC4 scores,71.6,70.02844014120384,14.542337067247209,41.52545948939932,98.53142079300838,97.25,0.15815812057643497,19,98.61,98.61,0.0
1684,1c_2b,P(Cy)3,Pd(OAc)2,KOH,THF,75.02,1123,M4_pc_scores,PC1-PC4 scores,75.02,72.35635945728501,13.405070610550212,46.08242106060659,98.63029785396343,97.25,0.1503808174310497,20,98.61,98.61,0.0
3447,1c_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,84.54,2297,M4_pc_scores,PC1-PC4 scores,84.54,65.6497844768903,12.906229012353043,40.35357561267834,90.94599334110227,83.66,0.4387064891769177,1,84.54,84.54,0.0
3423,1c_2c,P(Ph)3,Pd(OAc)2,Et3N,MeOH,71.31,2281,M4_pc_scores,PC1-PC4 scores,71.31,59.77031020989182,13.710622638395957,32.89748983863574,86.64313058114789,83.66,0.20637075350191703,2,84.54,84.54,0.0
3425,1c_2c,P(Cy)3,Pd(OAc)2,Et3N,MeOH,69.26,2283,M4_pc_scores,PC1-PC4 scores,69.26,46.42344211710913,14.679919046281771,17.65080078639686,75.19608344782141,83.66,0.023587955829131063,3,84.54,84.54,0.0
3171,1c_2c,P(Ph)3,Pd(OAc)2,None,THF,47.59,2113,M4_pc_scores,PC1-PC4 scores,47.59,47.27110351256834,14.197102315718157,19.444782973760752,75.09742405137592,83.66,0.020892987575328842,4,84.54,84.54,0.0
3389,1c_2c,P(Cy)3,Pd(OAc)2,KOH,MeOH,49.15,2259,M4_pc_scores,PC1-PC4 scores,49.15,50.182595629149596,12.813737048065047,25.067671014942103,75.29752024335708,83.66,0.0158954896105451,5,84.54,84.54,0.0
3392,1c_2c,SPhos,Pd(OAc)2,KOH,MeOH,45.38,2262,M4_pc_scores,PC1-PC4 scores,45.38,43.815607930254195,14.2352705428624,15.91447766624389,71.71673819426451,83.66,0.009656939155818847,6,84.54,84.54,0.0
3170,1c_2c,P(tBu)3,Pd(OAc)2,None,THF,14.0,2112,M4_pc_scores,PC1-PC4 scores,14.0,37.54685503638768,15.12224059293934,7.907263474226578,67.18644659854878,83.66,0.0043063663861680965,7,84.54,84.54,0.0
3376,1c_2c,AmPhos,Pd(OAc)2,NaOH,MeOH,39.11,2250,M4_pc_scores,PC1-PC4 scores,39.11,41.63669070075683,13.83098483651725,14.527960421183021,68.74542098033064,83.66,0.004052723013446835,8,84.54,84.54,0.0
3448,1c_2c,AmPhos,Pd(OAc)2,K3PO4,MeOH,31.28,2298,M4_pc_scores,PC1-PC4 scores,31.28,41.119491778097945,13.814552766195831,14.042968356354116,68.19601519984178,83.66,0.0034889083922828024,9,84.54,84.54,0.0
3207,1c_2c,P(Ph)3,Pd(OAc)2,LiOtBu,THF,60.47,2137,M4_pc_scores,PC1-PC4 scores,60.47,42.389748295154305,13.118862404951296,16.676777981449767,68.10271860885885,83.66,0.002578681042775626,10,84.54,84.54,0.0
3430,1c_2c,XPhos,Pd(OAc)2,Et3N,MeOH,30.62,2287,M4_pc_scores,PC1-PC4 scores,30.62,34.131022182235505,14.954009935698668,4.821162708266115,63.440881656204894,83.66,0.001599495892002957,11,84.54,84.54,0.0
3315,1c_2c,P(Ph)3,Pd(OAc)2,NaHCO3,DMF,14.49,2209,M4_pc_scores,PC1-PC4 scores,14.49,36.69899416044124,13.99736584215411,9.264157109819184,64.1338312110633,83.66,0.0012575728540209115,12,84.54,84.54,0.0
3374,1c_2c,P(tBu)3,Pd(OAc)2,NaOH,MeOH,23.77,2248,M4_pc_scores,PC1-PC4 scores,23.77,35.74853208281714,14.223936504832702,7.869616533345049,63.62744763228923,83.66,0.001215875095073548,13,84.54,84.54,0.0
3439,1c_2c,CataCXium A,Pd(OAc)2,CsF,MeOH,43.3,2293,M4_pc_scores,PC1-PC4 scores,43.3,42.267155020488644,12.032470392548152,18.683513051094266,65.85079698988302,83.66,0.0007568411300288708,14,84.54,84.54,0.0
3378,1c_2c,P(o-Tol)3,Pd(OAc)2,NaOH,MeOH,35.64,2252,M4_pc_scores,PC1-PC4 scores,35.64,39.97947121932911,12.380033987905737,15.71460460303387,64.24433783562435,83.66,0.0005497208661365861,15,84.54,84.54,0.0
3341,1c_2c,P(Cy)3,Pd(OAc)2,CsF,DMF,13.65,2227,M4_pc_scores,PC1-PC4 scores,13.65,32.93646719958759,13.938013373679532,5.617960987175707,60.25497341199947,83.66,0.00040060357588457204,16,84.54,84.54,0.0
3172,1c_2c,AmPhos,Pd(OAc)2,None,THF,23.86,2114,M4_pc_scores,PC1-PC4 scores,23.86,34.560327265006876,13.5058562135037,8.088849086539625,61.03180544347413,83.66,0.00039244159564834694,17,84.54,84.54,0.0
3303,1c_2c,P(Ph)3,Pd(OAc)2,LiOtBu,DMF,13.1,2201,M4_pc_scores,PC1-PC4 scores,13.1,34.6114099095213,13.317360190217524,8.509383936694952,60.713435882347646,83.66,0.0003167975536418413,18,84.54,84.54,0.0
3142,1c_2c,XPhos,Pd(OAc)2,Et3N,MeCN,12.12,2095,M4_pc_scores,PC1-PC4 scores,12.12,25.26014023493034,15.43283987900302,-4.988225927915579,55.50850639777626,83.66,0.00024488319713206197,19,84.54,84.54,0.0
3202,1c_2c,XPhos,Pd(OAc)2,KOH,THF,18.41,2135,M4_pc_scores,PC1-PC4 scores,18.41,24.138289379889866,15.580847601839539,-6.400171919715628,54.676750679495356,83.66,0.00021214924298381408,20,84.54,84.54,0.0
1298,1d_2a,P(Ph)3,Pd(OAc)2,KOH,THF,65.45,865,M4_pc_scores,PC1-PC4 scores,65.45,97.38417118439617,14.178258071202103,69.59478536484005,125.17355700395228,98.69,4.799208899508296,1,65.45,98.2,32.75
1202,1d_2a,P(Ph)3,Pd(OAc)2,KOH,MeCN,91.35,801,M4_pc_scores,PC1-PC4 scores,91.35,96.96070825562867,14.442151160762599,68.65409198053398,125.26732453072337,98.69,4.71544362441596,2,91.35,98.2,6.8500000000000085
1214,1d_2a,P(Ph)3,Pd(OAc)2,LiOtBu,MeCN,98.2,809,M4_pc_scores,PC1-PC4 scores,98.2,97.10911020992137,13.729928510726978,70.19845032889648,124.01977009094625,98.69,4.499792543352042,3,98.2,98.2,0.0
1206,1d_2a,CataCXium A,Pd(OAc)2,KOH,MeCN,93.12,805,M4_pc_scores,PC1-PC4 scores,93.12,97.00084121967352,12.96072410938232,71.59782196528417,122.40386047406287,98.69,4.149583938970954,4,98.2,98.2,0.0
1494,1d_2a,CataCXium A,Pd(OAc)2,KOH,MeOH,95.06,997,M4_pc_scores,PC1-PC4 scores,95.06,97.85115949494512,11.4947766820176,75.32139719819062,120.38092179169962,98.69,3.9474025544138014,5,98.2,98.2,0.0
1497,1d_2a,XPhos,Pd(OAc)2,KOH,MeOH,90.57,999,M4_pc_scores,PC1-PC4 scores,90.57,92.9040675516225,15.14941053243136,63.21122290805704,122.59691219518797,98.69,3.4137003727283886,6,98.2,98.2,0.0
1218,1d_2a,CataCXium A,Pd(OAc)2,LiOtBu,MeCN,94.64,813,M4_pc_scores,PC1-PC4 scores,94.64,92.17730591386929,14.292819194716646,64.16338029222467,120.19123153551391,98.69,2.8685472401147187,7,98.2,98.2,0.0
1518,1d_2a,CataCXium A,Pd(OAc)2,Et3N,MeOH,89.09,1013,M4_pc_scores,PC1-PC4 scores,89.09,94.43261418858236,12.05278672980029,70.80915219817379,118.05607617899093,98.69,2.7994518333836753,8,98.2,98.2,0.0
1166,1d_2a,P(Ph)3,Pd(OAc)2,NaHCO3,MeCN,93.27,777,M4_pc_scores,PC1-PC4 scores,93.27,91.53879263200923,14.10214223705188,63.89859384738755,119.17899141663091,98.69,2.6086540460917402,9,98.2,98.2,0.0
1358,1d_2a,P(Ph)3,Pd(OAc)2,NaHCO3,DMF,89.45,905,M4_pc_scores,PC1-PC4 scores,89.45,92.27486487738075,13.375576246281767,66.05873543466849,118.49099432009301,98.69,2.576176147271535,10,98.2,98.2,0.0
1394,1d_2a,P(Ph)3,Pd(OAc)2,KOH,DMF,92.73,929,M4_pc_scores,PC1-PC4 scores,92.73,91.17585384227681,13.12244332696931,65.45586492141696,116.89584276313666,98.69,2.1750671365208705,11,98.2,98.2,0.0
1418,1d_2a,P(Ph)3,Pd(OAc)2,Et3N,DMF,87.27,945,M4_pc_scores,PC1-PC4 scores,87.27,88.76342469625541,14.000619219565639,61.32221102590676,116.20463836660406,98.69,1.8532221572275298,12,98.2,98.2,0.0
1456,1d_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeOH,92.43,971,M4_pc_scores,PC1-PC4 scores,92.43,90.11695584806009,12.930348969334988,64.77347186816351,115.46043982795666,98.69,1.8422111616362793,13,98.2,98.2,0.0
1213,1d_2a,P(tBu)3,Pd(OAc)2,LiOtBu,MeCN,92.92,808,M4_pc_scores,PC1-PC4 scores,92.92,86.52525957952032,15.189238167693018,56.754352770842004,116.29616638819864,98.69,1.719590653433868,14,98.2,98.2,0.0
1170,1d_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeCN,92.01,781,M4_pc_scores,PC1-PC4 scores,92.01,88.75967389251744,13.228919866304244,62.83099095456112,114.68835683047377,98.69,1.6228419014491262,15,98.2,98.2,0.0
1372,1d_2a,P(Cy)3,Pd(OAc)2,CsF,DMF,89.78,915,M4_pc_scores,PC1-PC4 scores,89.78,88.50915770973533,13.211691536524059,62.61424229814818,114.40407312132248,98.69,1.5646573019262107,16,98.2,98.2,0.0
1242,1d_2a,CataCXium A,Pd(OAc)2,None,MeCN,80.77,829,M4_pc_scores,PC1-PC4 scores,80.77,89.1354999947595,12.721554038816418,64.20125407867931,114.06974591083969,98.69,1.55539861590161,17,98.2,98.2,0.0
1204,1d_2a,P(Cy)3,Pd(OAc)2,KOH,MeCN,83.91,803,M4_pc_scores,PC1-PC4 scores,83.91,86.79358206761233,13.243329399634304,60.8366564443291,112.75050769089557,98.69,1.2444333663800187,18,98.2,98.2,0.0
1479,1d_2a,AmPhos,Pd(OAc)2,K3PO4,MeOH,92.82,986,M4_pc_scores,PC1-PC4 scores,92.82,86.39245327236122,13.50790720607177,59.91695514846055,112.8679513962619,98.69,1.2427188966448521,19,98.2,98.2,0.0
1374,1d_2a,CataCXium A,Pd(OAc)2,CsF,DMF,90.18,917,M4_pc_scores,PC1-PC4 scores,90.18,87.02873322858412,12.244413495244533,63.02968277790483,111.0277836792634,98.69,1.0334092017624215,20,98.2,98.2,0.0
2077,1d_2b,P(tBu)3,Pd(OAc)2,LiOtBu,THF,93.55,1384,M4_pc_scores,PC1-PC4 scores,93.55,99.55080942816053,13.19877633456796,73.68120781240734,125.42041104391373,98.42,5.586967212818088,1,93.55,100.0,6.450000000000003
2066,1d_2b,P(Ph)3,Pd(OAc)2,KOH,THF,77.32,1377,M4_pc_scores,PC1-PC4 scores,77.32,98.07441400490649,14.718939212644186,69.22529314812388,126.92353486168909,98.42,5.458901409015651,2,93.55,100.0,6.450000000000003
1998,1d_2b,CataCXium A,Pd(OAc)2,Et3N,MeCN,94.32,1333,M4_pc_scores,PC1-PC4 scores,94.32,98.61465460936546,12.247778064663745,74.60900960262452,122.6202996161064,98.42,4.735002204498812,3,94.32,100.0,5.680000000000007
2078,1d_2b,P(Ph)3,Pd(OAc)2,LiOtBu,THF,94.71,1385,M4_pc_scores,PC1-PC4 scores,94.71,96.33016382984752,14.206496556100022,68.48543057989147,124.17489707980357,98.42,4.466569541317662,4,94.71,100.0,5.290000000000006
1926,1d_2b,CataCXium A,Pd(OAc)2,NaOH,MeCN,94.39,1285,M4_pc_scores,PC1-PC4 scores,94.39,97.58948653003877,12.191781627935306,73.69359453928557,121.48537852079197,98.42,4.227495245208596,5,94.71,100.0,5.290000000000006
1923,1d_2b,AmPhos,Pd(OAc)2,NaOH,MeCN,94.83,1282,M4_pc_scores,PC1-PC4 scores,94.83,95.28518451388071,13.139695260997343,69.53138180232591,121.0389872254355,98.42,3.6238699810268615,6,94.83,100.0,5.170000000000002
2083,1d_2b,SPhos,Pd(OAc)2,LiOtBu,THF,95.34,1390,M4_pc_scores,PC1-PC4 scores,95.34,92.69175314767077,12.949564130876562,67.3106074511527,118.07289884418883,98.42,2.6382733961794536,7,95.34,100.0,4.659999999999997
1994,1d_2b,P(Ph)3,Pd(OAc)2,Et3N,MeCN,94.38,1329,M4_pc_scores,PC1-PC4 scores,94.38,91.47404606336593,13.130715477757109,65.737843726962,117.21024839976987,98.42,2.335790101080391,8,95.34,100.0,4.659999999999997
1959,1d_2b,AmPhos,Pd(OAc)2,K3PO4,MeCN,85.14,1306,M4_pc_scores,PC1-PC4 scores,85.14,88.22306410501162,14.571329984898153,59.66325733461124,116.78287087541199,98.42,1.9643109054947465,9,95.34,100.0,4.659999999999997
2079,1d_2b,AmPhos,Pd(OAc)2,LiOtBu,THF,95.53,1386,M4_pc_scores,PC1-PC4 scores,95.53,89.75767220859278,13.30973382036221,63.67059392068285,115.84475049650271,98.42,1.9393471524409303,10,95.53,100.0,4.469999999999999
2114,1d_2b,P(Ph)3,Pd(OAc)2,NaOH,DMF,88.53,1409,M4_pc_scores,PC1-PC4 scores,88.53,90.33489261218944,12.763002605950126,65.31940750452719,115.35037771985168,98.42,1.9095132018908814,11,95.53,100.0,4.469999999999999
2030,1d_2b,P(Ph)3,Pd(OAc)2,NaHCO3,THF,94.23,1353,M4_pc_scores,PC1-PC4 scores,94.23,88.2391248479513,14.364440551979804,60.084821366070884,116.39342832983172,98.42,1.905182029692253,12,95.53,100.0,4.469999999999999
2095,1d_2b,SPhos,Pd(OAc)2,Et3N,THF,85.37,1398,M4_pc_scores,PC1-PC4 scores,85.37,88.41409125352058,14.104860120600044,60.768565417144494,116.05961708989668,98.42,1.8666316234939528,13,95.53,100.0,4.469999999999999
2022,1d_2b,CataCXium A,Pd(OAc)2,NaOH,THF,92.59,1349,M4_pc_scores,PC1-PC4 scores,92.59,91.20694659426269,11.883020462332354,67.91622648809127,114.49766670043411,98.42,1.8491079534359198,14,95.53,100.0,4.469999999999999
2222,1d_2b,P(Ph)3,Pd(OAc)2,NaHCO3,MeOH,87.84,1481,M4_pc_scores,PC1-PC4 scores,87.84,88.89001341628065,13.631514644385854,62.17224471328438,115.60778211927692,98.42,1.832305692792243,15,95.53,100.0,4.469999999999999
1929,1d_2b,XPhos,Pd(OAc)2,NaOH,MeCN,90.64,1287,M4_pc_scores,PC1-PC4 scores,90.64,89.59603902049119,12.712384627435801,64.67976515071702,114.51231289026536,98.42,1.7156363967834602,16,95.53,100.0,4.469999999999999
2209,1d_2b,P(tBu)3,Pd(OAc)2,NaOH,MeOH,80.02,1472,M4_pc_scores,PC1-PC4 scores,80.02,87.09933901120093,14.511800218369363,58.65621058319698,115.54246743920487,98.42,1.7001186675521054,17,95.53,100.0,4.469999999999999
2226,1d_2b,CataCXium A,Pd(OAc)2,NaHCO3,MeOH,83.75,1485,M4_pc_scores,PC1-PC4 scores,83.75,88.5518471180363,13.437958073790247,62.21344929340742,114.89024494266519,98.42,1.6979003356266094,18,95.53,100.0,4.469999999999999
2101,1d_2b,P(tBu)3,Pd(OAc)2,None,THF,89.61,1400,M4_pc_scores,PC1-PC4 scores,89.61,86.50428413294793,14.79667515139997,57.50280083620399,115.50576742969187,98.42,1.6593757165151541,19,95.53,100.0,4.469999999999999
2215,1d_2b,SPhos,Pd(OAc)2,NaOH,MeOH,83.9,1478,M4_pc_scores,PC1-PC4 scores,83.9,87.85003421477921,13.728259537820643,60.94264552065076,114.75742290890767,98.42,1.63180919055563,20,95.53,100.0,4.469999999999999
3775,1d_2c,CataCXium A,Pd(OAc)2,KOH,MeOH,64.04,2517,M4_pc_scores,PC1-PC4 scores,64.04,74.92195771621375,12.124439599276872,51.15805610163109,98.68585933079642,81.25,2.170310776990096,1,64.04,80.09,16.049999999999997
3833,1d_2c,P(Cy)3,Pd(OAc)2,K3PO4,MeOH,78.59,2555,M4_pc_scores,PC1-PC4 scores,78.59,65.42512677227276,13.618096643868588,38.73365735029033,92.1165961942552,81.25,0.7659487084690888,2,78.59,80.09,1.5
3807,1d_2c,P(Ph)3,Pd(OAc)2,Et3N,MeOH,80.09,2537,M4_pc_scores,PC1-PC4 scores,80.09,60.59814276756788,14.030332628340352,33.09869081602079,88.09759471911497,81.25,0.40413057987207246,3,80.09,80.09,0.0
3810,1d_2c,P(o-Tol)3,Pd(OAc)2,Et3N,MeOH,79.4,2540,M4_pc_scores,PC1-PC4 scores,79.4,63.369730459209585,12.490609454926068,38.888135927554494,87.85132499086467,81.25,0.39048449345482505,4,80.09,80.09,0.0
3797,1d_2c,P(Cy)3,Pd(OAc)2,NaHCO3,MeOH,69.95,2531,M4_pc_scores,PC1-PC4 scores,69.95,61.30918451489172,13.302471903369693,35.23633958428712,87.38202944549631,81.25,0.3584446082717363,5,80.09,80.09,0.0
3790,1d_2c,XPhos,Pd(OAc)2,LiOtBu,MeOH,64.55,2527,M4_pc_scores,PC1-PC4 scores,64.55,53.93508941475979,15.220972876997097,24.10198257584548,83.76819625367409,81.25,0.2027435664548063,6,80.09,80.09,0.0
3579,1d_2c,P(Ph)3,Pd(OAc)2,KOH,THF,42.44,2385,M4_pc_scores,PC1-PC4 scores,42.44,57.34620502692245,13.020469205052915,31.826085385018732,82.86632466882617,81.25,0.15384324846308162,7,80.09,80.09,0.0
3619,1d_2c,CataCXium A,Pd(OAc)2,Et3N,THF,60.3,2413,M4_pc_scores,PC1-PC4 scores,60.3,57.113372131169506,12.97553885362237,31.681315978069662,82.54542828426935,81.25,0.14392207855930872,8,80.09,80.09,0.0
3788,1d_2c,SPhos,Pd(OAc)2,LiOtBu,MeOH,69.82,2526,M4_pc_scores,PC1-PC4 scores,69.82,53.405464775912925,13.758598736888548,26.438611251611373,80.37231830021447,81.25,0.09928851235388747,9,80.09,80.09,0.0
3764,1d_2c,SPhos,Pd(OAc)2,NaOH,MeOH,62.57,2510,M4_pc_scores,PC1-PC4 scores,62.57,51.804753574051716,13.83566922622667,24.686841890647443,78.92266525745599,81.25,0.07479272537695203,10,80.09,80.09,0.0
3820,1d_2c,AmPhos,Pd(OAc)2,CsF,MeOH,78.92,2546,M4_pc_scores,PC1-PC4 scores,78.92,49.38534034506073,13.951178688404124,22.04103011578865,76.72965057433282,81.25,0.048190088079635096,11,80.09,80.09,0.0
3786,1d_2c,P(o-Tol)3,Pd(OAc)2,LiOtBu,MeOH,73.24,2524,M4_pc_scores,PC1-PC4 scores,73.24,52.427791790267364,12.799809540007585,27.340165091852498,77.51541848868223,81.25,0.04814144775768908,12,80.09,80.09,0.0
3812,1d_2c,SPhos,Pd(OAc)2,Et3N,MeOH,58.75,2542,M4_pc_scores,PC1-PC4 scores,58.75,44.983309568876855,14.407267473075777,16.745065321648333,73.22155381610537,81.25,0.02455253995621004,13,80.09,80.09,0.0
3631,1d_2c,CataCXium A,Pd(OAc)2,CsF,THF,60.07,2421,M4_pc_scores,PC1-PC4 scores,60.07,48.319452862969094,12.900944933634362,23.033600793045746,73.60530493289244,81.25,0.01941371491344393,14,80.09,80.09,0.0
3808,1d_2c,AmPhos,Pd(OAc)2,Et3N,MeOH,74.74,2538,M4_pc_scores,PC1-PC4 scores,74.74,43.69385485049855,14.26136534190064,15.741578780373299,71.6461309206238,81.25,0.01675306755472905,15,80.09,80.09,0.0
3617,1d_2c,P(Cy)3,Pd(OAc)2,Et3N,THF,30.56,2411,M4_pc_scores,PC1-PC4 scores,30.56,43.9846280264721,14.063787571398796,16.419604386530462,71.54965166641374,81.25,0.015642322623793004,16,80.09,80.09,0.0
3784,1d_2c,AmPhos,Pd(OAc)2,LiOtBu,MeOH,61.48,2522,M4_pc_scores,PC1-PC4 scores,61.48,38.11625675662651,14.961145418849588,8.79241173568132,67.4401017775717,81.25,0.007656174254415796,17,80.09,80.09,0.0
3806,1d_2c,P(tBu)3,Pd(OAc)2,Et3N,MeOH,46.61,2536,M4_pc_scores,PC1-PC4 scores,46.61,34.06265840086575,15.197942888974177,4.274690338476365,63.85062646325514,81.25,0.0035405360210993136,18,80.09,80.09,0.0
3557,1d_2c,P(Cy)3,Pd(OAc)2,None,THF,47.6,2371,M4_pc_scores,PC1-PC4 scores,47.6,39.74884627980674,13.485887588411039,13.316506606521106,66.18118595309238,81.25,0.0034200362046908836,19,80.09,80.09,0.0
3814,1d_2c,XPhos,Pd(OAc)2,Et3N,MeOH,44.35,2543,M4_pc_scores,PC1-PC4 scores,44.35,35.61228337088211,14.69945307090619,6.801355351905979,64.42321138985824,81.25,0.0034120750640469003,20,80.09,80.09,0.0
163,1a_2a,SPhos,Pd(OAc)2,LiOtBu,THF,85.95,110,M5_ligand_onehot,Ligand identity one-hot baseline,85.95,81.95684342690514,11.830778971841946,58.76851664209492,105.14517021171535,93.67,0.9264998124632542,1,85.95,92.83,6.8799999999999955
103,1a_2a,SPhos,Pd(OAc)2,NaOH,THF,87.06,70,M5_ligand_onehot,Ligand identity one-hot baseline,87.06,79.55944114492299,11.980874865055519,56.07692640941417,103.0419558804318,93.67,0.6457250799182557,2,87.06,92.83,5.769999999999996
177,1a_2a,XPhos,Pd(OAc)2,Et3N,THF,88.93,119,M5_ligand_onehot,Ligand identity one-hot baseline,88.93,71.21787564279921,14.397669263765838,42.998443885818176,99.43730739978025,93.67,0.3392686944088641,3,88.93,92.83,3.8999999999999915
115,1a_2a,SPhos,Pd(OAc)2,NaHCO3,THF,79.85,78,M5_ligand_onehot,Ligand identity one-hot baseline,79.85,75.83897106899677,11.878477323350435,52.55715551522992,99.12078662276362,93.67,0.31523281679857673,4,88.93,92.83,3.8999999999999915
114,1a_2a,CataCXium A,Pd(OAc)2,NaHCO3,THF,70.45,77,M5_ligand_onehot,Ligand identity one-hot baseline,70.45,68.94230456241388,12.132101722313578,45.163385186679264,92.7212239381485,93.67,0.08304997990565088,5,88.93,92.83,3.8999999999999915
117,1a_2a,XPhos,Pd(OAc)2,NaHCO3,THF,80.77,79,M5_ligand_onehot,Ligand identity one-hot baseline,80.77,65.39469648632445,12.41542974061729,41.060454194714566,89.72893877793433,93.67,0.043157205927532194,6,88.93,92.83,3.8999999999999915
69,1a_2a,XPhos,Pd(OAc)2,LiOtBu,MeCN,92.83,47,M5_ligand_onehot,Ligand identity one-hot baseline,92.83,62.99537755230257,11.940903870759598,39.59120596561376,86.39954913899138,93.67,0.01689142472632474,7,92.83,92.83,0.0
100,1a_2a,P(Cy)3,Pd(OAc)2,NaOH,THF,69.94,67,M5_ligand_onehot,Ligand identity one-hot baseline,69.94,62.382322606804976,11.793596668080735,39.26687313736674,85.49777207624322,93.67,0.012694601052304869,8,92.83,92.83,0.0
157,1a_2a,P(tBu)3,Pd(OAc)2,LiOtBu,THF,66.16,104,M5_ligand_onehot,Ligand identity one-hot baseline,66.16,59.19699914041246,12.148654864280134,35.38563560642339,83.00836267440152,93.67,0.007078831280984188,9,92.83,92.83,0.0
169,1a_2a,P(tBu)3,Pd(OAc)2,Et3N,THF,68.72,112,M5_ligand_onehot,Ligand identity one-hot baseline,68.72,53.89255360514177,13.080856861456125,28.254074156687768,79.53103305359578,93.67,0.003769730793637932,10,92.83,92.83,0.0
19,1a_2a,SPhos,Pd(OAc)2,NaHCO3,MeCN,69.22,14,M5_ligand_onehot,Ligand identity one-hot baseline,69.22,52.72869020812479,12.77079111203997,27.69793962852645,77.75944078772312,93.67,0.002000200077738684,11,92.83,92.83,0.0
31,1a_2a,SPhos,Pd(OAc)2,CsF,MeCN,68.44,22,M5_ligand_onehot,Ligand identity one-hot baseline,68.44,48.59510288573852,13.518996924780938,22.097868913167883,75.09233685830915,93.67,0.0013100025870068574,12,92.83,92.83,0.0
171,1a_2a,AmPhos,Pd(OAc)2,Et3N,THF,48.8,114,M5_ligand_onehot,Ligand identity one-hot baseline,48.8,47.57864707705003,12.785203791157997,22.519647646380356,72.6376465077197,93.67,0.0004174453490456689,13,92.83,92.83,0.0
247,1a_2a,SPhos,Pd(OAc)2,KOH,DMF,62.77,166,M5_ligand_onehot,Ligand identity one-hot baseline,62.77,38.17258786708666,15.060020784511973,8.654947129443194,67.69022860473012,93.67,0.000361739000793275,14,92.83,92.83,0.0
357,1a_2a,XPhos,Pd(OAc)2,LiOtBu,MeOH,27.33,239,M5_ligand_onehot,Ligand identity one-hot baseline,27.33,44.519972624627606,12.509993174396293,20.000386002810874,69.03955924644434,93.67,0.00010258534427768523,15,92.83,92.83,0.0
316,1a_2a,P(Cy)3,Pd(OAc)2,CsF,MeOH,30.94,211,M5_ligand_onehot,Ligand identity one-hot baseline,30.94,36.93751282177541,13.815070783177784,9.859974086746949,64.01505155680387,93.67,5.193960361498328e-05,16,92.83,92.83,0.0
249,1a_2a,XPhos,Pd(OAc)2,KOH,DMF,79.14,167,M5_ligand_onehot,Ligand identity one-hot baseline,79.14,30.9634646498306,15.091359741419206,1.3843995566489546,60.54252974301224,93.67,4.605480528174061e-05,17,92.83,92.83,0.0
321,1a_2a,XPhos,Pd(OAc)2,CsF,MeOH,35.0,215,M5_ligand_onehot,Ligand identity one-hot baseline,35.0,39.943045842467846,12.857983304513956,14.741398565620493,65.1446931193152,93.67,3.430134195334155e-05,18,92.83,92.83,0.0
306,1a_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeOH,25.15,205,M5_ligand_onehot,Ligand identity one-hot baseline,25.15,29.775146722074787,14.888639641938106,0.5934130238760993,58.95688042027348,93.67,2.398508682718587e-05,19,92.83,92.83,0.0
294,1a_2a,CataCXium A,Pd(OAc)2,NaOH,MeOH,14.91,197,M5_ligand_onehot,Ligand identity one-hot baseline,14.91,33.3850353697303,13.388898957605077,7.1427934128243535,59.62727732663625,93.67,7.638238852224617e-06,20,92.83,92.83,0.0
2875,1a_2b,SPhos,Pd(OAc)2,None,THF,69.3,1918,M5_ligand_onehot,Ligand identity one-hot baseline,69.3,70.21225783874053,12.399156367756516,45.90991135793776,94.5146043195433,77.13,2.0973714023723806,1,69.3,92.16,22.86
2863,1a_2b,SPhos,Pd(OAc)2,Et3N,THF,76.22,1910,M5_ligand_onehot,Ligand identity one-hot baseline,76.22,60.390134473192305,12.556253139923596,35.77987831894205,85.00039062744256,77.13,0.4884754194455476,2,76.22,92.16,15.939999999999998
2877,1a_2b,XPhos,Pd(OAc)2,None,THF,84.83,1919,M5_ligand_onehot,Ligand identity one-hot baseline,84.83,58.890629862980106,12.943824766127548,33.520733321370116,84.2605264045901,77.13,0.42687739707307415,3,84.83,92.16,7.329999999999998
2757,1a_2b,XPhos,Pd(OAc)2,LiOtBu,MeCN,76.56,1839,M5_ligand_onehot,Ligand identity one-hot baseline,76.56,57.92747622900221,12.434766300228514,33.55533428055432,82.2996181774501,77.13,0.2997580031512921,4,84.83,92.16,7.329999999999998
2793,1a_2b,XPhos,Pd(OAc)2,NaOH,THF,92.16,1863,M5_ligand_onehot,Ligand identity one-hot baseline,92.16,48.35268002984252,13.858959856824862,21.189118710465788,75.51624134921924,77.13,0.08659188711953147,5,92.16,92.16,0.0
2781,1a_2b,XPhos,Pd(OAc)2,None,MeCN,66.37,1855,M5_ligand_onehot,Ligand identity one-hot baseline,66.37,51.89033082623208,12.19308193034971,27.99189024274665,75.78877140971751,77.13,0.07650354630354944,6,92.16,92.16,0.0
