ligand,Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reagent_combo,reactant1_code,reactant2_code,substrate_pair,reaction_group,kraken_id,vmin_vmin_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,dipolemoment_boltz,%vbur_boltz,%vbur_min,%vbur_max,%vbur_delta,delta_band_gap
SPhos,3176,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,24.09,6999209.5,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3178,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,30.5,8150250.0,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3182,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,21.09,820308.75,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3183,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,70.55,16732631.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3184,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,20.06,2010699.63,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3185,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,40.01,9731031.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3186,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,20.03,1615637.13,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3187,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,23.24,3020051.75,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3188,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,22.4,2429034.75,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3190,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,THF,30.09,6818281.5,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3194,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,14.49,397814.16,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3195,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,71.09,16260517.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3196,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,12.55,1760781.75,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3197,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,41.57,10784423.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3198,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,17.54,1044269.25,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3199,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,17.46,559863.69,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3200,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,16.6,1516811.25,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3202,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,THF,18.41,2690132.25,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3206,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,13.03,459927.94,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3207,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,60.47,11869890.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3208,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,12.2,888735.75,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3209,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,23.17,4225311.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3210,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,14.55,1401743.63,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3211,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,13.75,628508.63,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3212,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,13.96,1722571.13,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3214,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,15.29,2486904.0,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3218,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,16.45,518359.69,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3219,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,53.54,10276525.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3220,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,15.59,1701617.38,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3221,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,44.32,8892188.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3222,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,15.21,1451540.38,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3223,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,24.96,2054202.88,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3224,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,15.41,1552451.38,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3226,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,THF,19.47,2801201.5,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3230,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,16.0,534420.81,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3231,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,44.25,10142075.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3232,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,19.09,3239589.75,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3233,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,61.14,12674671.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3234,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,16.17,1497483.25,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3235,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,23.74,3343517.5,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3236,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,23.28,5972591.0,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3238,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,21.02,4146898.5,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3242,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,17.39,502803.94,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3243,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,43.13,9490810.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3244,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,19.07,2723365.0,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3245,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,84.64,19188142.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3246,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,18.36,1711576.88,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3247,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,29.12,2671944.75,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3248,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,18.27,3796572.75,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3250,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,THF,35.39,8751633.0,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3254,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,20.98,668055.19,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3255,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,42.26,10768531.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3256,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,18.06,3574963.0,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,3257,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,71.96,17371626.0,"6-triflatequinoline, 2c, Trifluoroborate, P(Cy)3",1c,2c,1c_2c,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,3258,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,16.85,2660460.25,"6-triflatequinoline, 2c, Trifluoroborate, P(o-Tol)3",1c,2c,1c_2c,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,3259,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,30.48,5469565.0,"6-triflatequinoline, 2c, Trifluoroborate, CataCXium A",1c,2c,1c_2c,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,3260,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,24.7,4782992.5,"6-triflatequinoline, 2c, Trifluoroborate, SPhos",1c,2c,1c_2c,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,3262,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,THF,32.07,8386388.5,"6-triflatequinoline, 2c, Trifluoroborate, XPhos",1c,2c,1c_2c,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,3266,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,DMF,11.29,207518.22,"6-triflatequinoline, 2c, Trifluoroborate, P(tBu)3",1c,2c,1c_2c,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,3267,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,DMF,15.14,755833.25,"6-triflatequinoline, 2c, Trifluoroborate, P(Ph)3",1c,2c,1c_2c,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,3268,6-triflatequinoline,"1c, 6-OTf-Q",1.0,0.0004,"2c, Trifluoroborate",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,DMF,10.53,444812.97,"6-triflatequinoline, 2c, Trifluoroborate, AmPhos",1c,2c,1c_2c,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
