Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_Short_Hand,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Unnamed: 16,Unnamed: 17
5423,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeOH,22.64,2934914.25,,
5424,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,LiOtBu,2.5,MeOH,48.09,14031003.0,,
5425,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeOH,31.53,6405287.0,,
5426,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeOH,61.67,16833202.0,,
5427,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeOH,39.82,9421431.0,,
5428,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeOH,38.43,9172048.0,,
5429,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeOH,77.94,16984424.0,,
5430,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeOH,39.31,6262218.5,,
5431,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeOH,51.97,12361343.0,,
5432,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeOH,27.06,5588235.5,,
5433,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeOH,55.15,14465991.0,,
5434,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeOH,0.0,1384693.13,,
5435,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeOH,23.24,3962174.75,,
5436,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeOH,42.14,13274571.0,,
5437,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeOH,0.0,7310361.5,,
5438,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeOH,0.0,12271177.0,,
5439,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeOH,0.0,5744240.0,,
5440,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeOH,18.1,6992754.0,,
5441,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeOH,0.0,15255291.0,,
5442,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeOH,0.0,4317743.5,,
5443,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeOH,0.0,5952260.0,,
5444,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeOH,0.0,3926019.75,,
5445,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeOH,0.0,9002066.0,,
5446,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeOH,21.5,2536203.25,,
5447,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeOH,0.0,1351239.63,,
5448,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,Et3N,2.5,MeOH,18.23,9521740.0,,
5449,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeOH,20.19,8128764.0,,
5450,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeOH,46.94,11781461.0,,
5451,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeOH,21.65,7883028.5,,
5452,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeOH,11.53,5576128.0,,
5453,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,CsF,2.5,MeOH,60.59,14692574.0,,
5454,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,CsF,2.5,MeOH,43.34,6929089.5,,
5455,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,CsF,2.5,MeOH,16.64,6783534.5,,
5456,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,CsF,2.5,MeOH,11.74,5494466.0,,
5457,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,CsF,2.5,MeOH,23.77,9137352.0,,
5458,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,CsF,2.5,MeOH,22.54,3214163.5,,
5459,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,CsF,2.5,MeOH,22.2,3222684.75,,
5460,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,CsF,2.5,MeOH,21.28,10881378.0,,
5461,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,K3PO4,2.5,MeOH,15.43,6966141.0,,
5462,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,K3PO4,2.5,MeOH,75.5,18418186.0,,
5463,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,K3PO4,2.5,MeOH,28.06,9038224.0,,
5464,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,K3PO4,2.5,MeOH,46.53,11146657.0,,
5465,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,K3PO4,2.5,MeOH,76.26,18155762.0,,
5466,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,K3PO4,2.5,MeOH,44.45,6915390.0,,
5467,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,K3PO4,2.5,MeOH,62.98,13898592.0,,
5468,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,K3PO4,2.5,MeOH,9.19,4525493.5,,
5469,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,K3PO4,2.5,MeOH,80.4,18712254.0,,
5470,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,K3PO4,2.5,MeOH,41.36,7829057.5,,
5471,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,K3PO4,2.5,MeOH,22.57,3081806.25,,
5472,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,K3PO4,2.5,MeOH,61.15,14799149.0,,
5473,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,,2.5,MeCN,31.48,7754564.5,,
5474,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,,2.5,MeCN,20.98,6258806.0,,
5475,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,,2.5,MeCN,38.9,8569165.0,,
5476,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,,2.5,MeCN,18.65,2422580.75,,
5477,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,,2.5,MeCN,23.43,4444896.0,,
5478,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,,2.5,MeCN,37.87,5678114.0,,
5479,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,,2.5,MeCN,22.72,3707341.5,,
5480,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,,2.5,MeCN,23.02,4489072.0,,
5481,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,,2.5,MeCN,19.74,2262784.75,,
5482,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,,2.5,MeCN,0.0,1866561.75,,
5483,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,,2.5,MeCN,0.0,563587.13,,
5484,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,,2.5,MeCN,19.52,2062927.38,,
5485,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaOH,2.5,MeCN,58.96,12564797.0,,
5486,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaOH,2.5,MeCN,61.14,13593693.0,,
5487,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaOH,2.5,MeCN,61.93,14987859.0,,
5488,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaOH,2.5,MeCN,35.74,6959004.0,,
5489,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaOH,2.5,MeCN,47.41,12149435.0,,
5490,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaOH,2.5,MeCN,55.25,9116231.0,,
5491,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaOH,2.5,MeCN,60.2,13828262.0,,
5492,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaOH,2.5,MeCN,29.28,5916541.5,,
5493,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaOH,2.5,MeCN,54.57,13817691.0,,
5494,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaOH,2.5,MeCN,0.0,936683.63,,
5495,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaOH,2.5,MeCN,0.0,918385.19,,
5496,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,NaOH,2.5,MeCN,53.49,15794103.0,,
5497,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,KOH,2.5,MeCN,79.01,17581786.0,,
5498,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,KOH,2.5,MeCN,65.06,13030976.0,,
5499,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,KOH,2.5,MeCN,77.78,18652642.0,,
5500,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,KOH,2.5,MeCN,69.46,15660429.0,,
5501,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,KOH,2.5,MeCN,54.98,12750200.0,,
5502,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,KOH,2.5,MeCN,51.75,7098801.0,,
5503,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,KOH,2.5,MeCN,49.69,11740769.0,,
5504,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,KOH,2.5,MeCN,33.59,6743757.5,,
5505,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,KOH,2.5,MeCN,58.81,13684820.0,,
5506,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,KOH,2.5,MeCN,0.0,615805.75,,
5507,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,KOH,2.5,MeCN,0.0,336637.03,,
5508,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,KOH,2.5,MeCN,39.22,11638056.0,,
5509,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,LiOtBu,2.5,MeCN,75.27,15363268.0,,
5510,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,LiOtBu,2.5,MeCN,60.28,11290943.0,,
5511,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,LiOtBu,2.5,MeCN,59.88,13114933.0,,
5512,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,LiOtBu,2.5,MeCN,33.92,6530970.0,,
5513,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,LiOtBu,2.5,MeCN,46.4,10650648.0,,
5514,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,LiOtBu,2.5,MeCN,56.51,7950128.0,,
5515,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,LiOtBu,2.5,MeCN,50.71,11869593.0,,
5516,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,LiOtBu,2.5,MeCN,25.78,4403626.5,,
5517,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,LiOtBu,2.5,MeCN,44.72,11875207.0,,
5518,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,LiOtBu,2.5,MeCN,0.0,783652.88,,
5519,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,LiOtBu,2.5,MeCN,0.0,417231.09,,
5520,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,LiOtBu,2.5,MeCN,51.33,14980278.0,,
5521,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,NaHCO3,2.5,MeCN,88.22,19003122.0,,
5522,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,NaHCO3,2.5,MeCN,75.14,15757298.0,,
5523,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,NaHCO3,2.5,MeCN,81.94,18581650.0,,
5524,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,NaHCO3,2.5,MeCN,61.38,11750183.0,,
5525,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,NaHCO3,2.5,MeCN,56.12,12195946.0,,
5526,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,NaHCO3,2.5,MeCN,61.75,7832740.0,,
5527,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,NaHCO3,2.5,MeCN,48.41,13607133.0,,
5528,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,NaHCO3,2.5,MeCN,29.17,5130854.0,,
5529,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,NaHCO3,2.5,MeCN,54.61,10272918.0,,
5530,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,NaHCO3,2.5,MeCN,28.48,5405125.5,,
5531,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,NaHCO3,2.5,MeCN,0.0,1183529.5,,
5532,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,NaHCO3,2.5,MeCN,40.64,12302769.0,,
5533,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,Et3N,2.5,MeCN,64.23,16013559.0,,
5534,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,Et3N,2.5,MeCN,57.06,10843225.0,,
5535,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,Et3N,2.5,MeCN,70.11,16051965.0,,
5536,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,Et3N,2.5,MeCN,38.21,7716455.0,,
5537,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(o-Tol)3,0.125,Et3N,2.5,MeCN,45.26,10963087.0,,
5538,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,CataCXium A,0.125,Et3N,2.5,MeCN,59.73,8386134.5,,
5539,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,SPhos,0.125,Et3N,2.5,MeCN,39.87,8581313.0,,
5540,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dtbpf,0.125,Et3N,2.5,MeCN,20.72,6751857.0,,
5541,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,XPhos,0.125,Et3N,2.5,MeCN,35.99,8697849.0,,
5542,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,dppf,0.125,Et3N,2.5,MeCN,27.96,4509714.5,,
5543,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,Xantphos,0.125,Et3N,2.5,MeCN,0.0,710653.69,,
5544,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,,,Et3N,2.5,MeCN,28.37,7325518.5,,
5545,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(tBu)3,0.125,CsF,2.5,MeCN,54.83,11324527.0,,
5546,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Ph)3 ,0.125,CsF,2.5,MeCN,52.13,11766144.0,,
5547,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,AmPhos,0.125,CsF,2.5,MeCN,62.47,13942814.0,,
5548,6-Quinolineboronic acid pinacol ester,"1f, 6-BPin-Q",1.0,0.0004,"2d, Bromide",1.0,Pd(OAc)2,0.0625,P(Cy)3,0.125,CsF,2.5,MeCN,40.56,8330084.5,,
